Frequency Rank,Headword,Definitions,Morpheus,*Comments*,CL5,AG,AL,K&R,Wheelock,Shelmerdine,Part of Speech,Semantic Group
892,dēsīderō -āre,"long for, desire greatly",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Love
624,dēsinō -sinere -siī -situm,"leave off, cease",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Motion
463,dēsum -esse -fuī,be lacking,,,,FALSE,FALSE,,,,Verb: Irregular,Business/Money
42,deus -ī m.; dea -ae f.,god; goddess,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Religion
260,dexter -tra -trum,right,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Place
260,dextera -ae f.,right hand,dextera,split from dexter. Unclear why dcc gives adjective dextra but noun dextera,,FALSE,FALSE,,,,Noun: 1st Declension,Place
33,dīcō dīcere dīxī dictum,"say; causam dīcere, plead a case; diem dīcere, appoint a day",dico2,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Speech/Oratory
54,diēs diēī m./f.,day,,,,FALSE,FALSE,,,,Noun: 5th Declension,Lengths of Time
880,differō differre distulī dīlātum,"scatter; publish, divulge; differ; defer, postpone",,,,FALSE,FALSE,,,,Verb: Irregular,Making/Doing
861,difficilis -e,"not easy, hard, difficult",,,,TRUE,FALSE,,,,Adjective: 3rd Declension,Personality Traits/Characteristics
956,dīgnitās -ātis f.,"worth, reputation, honor",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Personality Traits/Characteristics
291,dīgnus -a -um,worthy,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
973,dīligō -ligere -lēxī -lēctum,"choose, cherish, love",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Love
777,dīmittō -mittere -mīsī -missum,send away,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
726,discēdō -ere -cessī -cessum,"go away, depart",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Travel
982,disciplīna -ae f.,"training, instruction; learning, discipline",,,,FALSE,FALSE,,,,Noun: 1st Declension,Education/Knowledge
465,discō -ere didicī,learn,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Education/Knowledge
361,diū,for a long time,diu,,,FALSE,FALSE,,,,Adverb,Time
641,dīversus -a -um,"different, diverse",diverto,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Other Senses
564,dīves dīvitis,"rich (poet. dīs, dītis)",,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Business/Money
628,dīvidō -ere dīvīsī dīvīsum,"divide, separate",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Making/Doing
712,dīvitiae -ārum f. pl.,"riches, wealth",,,,FALSE,FALSE,,,,Noun: 1st Declension,Business/Money
962,dīvus -a -um,"divine, godlike",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Religion
28,dō dare dedī datum,give,,,,TRUE,FALSE,,,,Verb: 1st Conjugation,Social Life
393,doceō -ēre -uī doctum,teach,,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Education/Knowledge
785,doleō -ēre doluī,"feel pain or grief, grieve",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Emotions
193,dolor -ōris m.,"pain, grief",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Emotions
701,dolus -ī m.,"artifice, device, trick",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Deception
241,domina -ae f.,household mistress,domina,split from dominus,,FALSE,FALSE,,,,Noun: 1st Declension,The Household
241,dominus -ī m.,"household master, lord",,,,TRUE,FALSE,,,,Noun: 2nd Declension,The Household
73,domus -ūs f.,"house, home",,,,FALSE,FALSE,,,,Noun: 4th Declension,The House
771,dōnec,until,,,,FALSE,FALSE,,,,Conjunction,Time
606,dōnō -āre,present with a gift (+ acc. of person and abl. of thing),,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Social Life
476,dōnum -ī n.,"gift, present",,,,TRUE,FALSE,,,,Noun: 2nd Declension,Social Life
975,dormiō -īre,sleep,,,,FALSE,FALSE,,,,Verb: 4th Conjugation,Life and Being
521,dubitō -āre,"hesitate, doubt",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Education/Knowledge
528,dubius -a -um,"doubtful, sine dubiō, without a doubt, certainly",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Deception
133,dūcō dūcere dūxī ductum,"lead; uxōrem dūcere, marry",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
383,dulcis -e,sweet,,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Other Senses
103,dum,while (+ indic.); until (+ subj.); provided that (+ subj.),,,,FALSE,FALSE,,,,Conjunction,Time
221,duo duae duo,two,,,,FALSE,FALSE,,,,Adjective: Numeral,Measurement
249,dūrus -a -um,"hard, tough, harsh",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Other Senses
239,dux ducis m./f.,"leader, general",,,,FALSE,FALSE,,,,Noun: 3rd Declension,War and Peace
643,ecce,behold!,,,,FALSE,FALSE,,,,Adverb,Vision
996,ēdīcō -dīcere -dīxī -dictum,declare,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Speech/Oratory
688,ēdō ēdere ēdidī ēditum,"put forth, state, explain",edo2,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Speech/Oratory
935,ēdūcō -dūcere -dūxī -ductum,lead forth,educo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
573,efficiō -ficere -fēcī -fectum,"bring about, complete; render (+ ut + subj.)",,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -iō,Making/Doing
719,effundō -fundere -fūdī -fūsum,pour out,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Earth and Water
11,ego meī mihi mē,"I, me",,,,TRUE,FALSE,,,,Pronoun,Pronouns/Interrogatives
912,ēgredior ēgredī ēgressus sum,"stride out, depart, disembark from (+ abl.)",,,,FALSE,FALSE,,,,Verb: Deponent,Travel
860,ēgregius -a -um,"distinguished, uncommon",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
942,ēligō ēligere ēlēgī ēlēctum,"pick out, select",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,The City
57,enim,"for, indeed",,,,FALSE,FALSE,,,,Conjunction,Pronouns/Interrogatives
470,eō,"(adv.) there, to that place",eo2,,,FALSE,FALSE,,,,Adverb,Place
97,eō īre iī/īvī itum,go,eo1,,,FALSE,FALSE,,,,Verb: Irregular,Motion
951,epistula -ae f.,letter,,,,FALSE,FALSE,,,,Noun: 1st Declension,Writing/Poetry
296,eques -itis m.,"horseman, knight",,,,FALSE,FALSE,,,,Noun: 3rd Declension,War and Peace
248,equus -ī m.,horse,equus1,Perseus only gives one thing for equus so unclear why it’s equus1,,FALSE,FALSE,,,,Noun: 2nd Declension,Animals/Plants
134,ergō,therefore,,,,FALSE,FALSE,,,,Conjunction,Conjunctions/Adverbs
349,ēripiō -ripere -ripuī -reptum,"snatch away, rescue, save",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Verbs of Transport
402,errō -āre,"go astray, wander",erro1,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Travel
832,error -ōris m.,"wandering; error, mistake",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Travel
1,et,and,,,,TRUE,FALSE,,,,Conjunction,Conjunctions/Adverbs
67,etiam,"also, even",,,,TRUE,FALSE,,,,Adverb,Conjunctions/Adverbs
26,ē,"out of, from (+ abl.)",ex,split from ex,,FALSE,FALSE,,,,Preposition,Place
26,ex,"out of, from (+ abl.)",ex,,,TRUE,FALSE,,,,Preposition,Place
394,excipiō -cipere -cēpī -ceptum,take out,,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -iō,Verbs of Transport
519,exemplum -ī n.,"example, sample, copy",,,,TRUE,FALSE,,,,Noun: 2nd Declension,Speech/Oratory
597,exeō -īre -iī -itum,go forth,,,,FALSE,FALSE,,,,Verb: Irregular,Motion
576,exerceō -ercēre -ercuī -ercitum,"train, exercise, carry on",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Athletics
267,exercitus -ūs m.,army,exercitus2,,,FALSE,FALSE,,,,Noun: 4th Declension,War and Peace
500,exigō -igere -ēgī -āctum,drive out; collect,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Verbs of Compelling/Directing
613,exīstimō -āre,"think, believe",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Education/Knowledge
713,experior -perīrī -pertus sum,"try thoroughly, test, experience",,,,FALSE,FALSE,,,,Verb: Deponent,Education/Knowledge
794,exsilium -ī n.,"exile, banishment",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Travel
442,exspectō -āre,"watch, wait, expect",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Vision
385,extrēmus -a -um,"farthest, situated at the end or tip, extreme",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Geography
966,fābula -ae f.,"account, tale, story",fabula1,Perseus only gives one thing for fabula so unclear why it’s fabula1,,FALSE,FALSE,,,,Noun: 1st Declension,Writing/Poetry
479,faciēs -ēī f.,"form, appearance",,,,FALSE,FALSE,,,,Noun: 5th Declension,Vision
451,facilis -e,easy,,,,TRUE,FALSE,,,,Adjective: 3rd Declension,Personality Traits/Characteristics
646,facinus facinoris n.,"deed, crime",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Justice
32,faciō facere fēcī factum,"do, make",,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -iō,Making/Doing
611,factum -ī n.,"deed, accomplishment",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Making/Doing
503,fallō fallere fefellī falsum,deceive,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Deception
633,falsus -a -um,"deceptive, false",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Deception
278,fāma -ae f.,"rumor, fame",,,,TRUE,FALSE,,,,Noun: 1st Declension,Speech/Oratory
828,famēs -is f.,"hunger, famine",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Life and Being
943,familia -ae f.,"household, family",,,,FALSE,FALSE,,,,Noun: 1st Declension,The Household
689,fateor fatērī fassus sum,"admit, confess; profess, declare; assent, say yes",,,,FALSE,FALSE,,,,Verb: Deponent,Justice
157,fātum -ī n.,fate; death,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Religion
511,fax facis f.,torch,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Air and Fire
994,fēlīciter,luckily,felix1,Unrecognized by Morpheus but in L&S under felix,,FALSE,FALSE,,,,Adverb,Personality Traits/Characteristics
309,fēlīx -īcis,lucky,felix1,Perseus only gives one thing for felix so unclear why it’s felix1,,FALSE,FALSE,,,,Adjective: 3rd Declension,Personality Traits/Characteristics
501,fēmina -ae f.,woman,,,,FALSE,FALSE,,,,Noun: 1st Declension,People
907,ferē,almost,,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
45,ferō ferre tulī lātum,"bear, carry, endure",,,,FALSE,FALSE,,,,Verb: Irregular,Verbs of Transport
231,ferrum -ī n.,"iron, iron weapon or implement",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Violence
222,fera -ae f.,wild animal,fera,split from ferus,,,,,,,Noun: 1st Declension,Animals/Plants
222,ferus -a -um,"wild, fierce",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Animals/Plants
625,fessus -a -um,"weary, tired",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Life and Being
979,fidēlis -e,faithful,,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Personality Traits/Characteristics
184,fidēs -eī f.,"trust, faith",fides1,,,FALSE,FALSE,,,,Noun: 5th Declension,Personality Traits/Characteristics
909,fīlia -ae f.,daughter,,,,,,,,,Noun: 1st Declension,The Household
909,fīlius -ī m.,son,,,,FALSE,FALSE,,,,Noun: 2nd Declension,The Household
721,fingō fingere fīnxī fīctum,shape; invent,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Making/Doing
236,fīnis -is m.,"end, boundary",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Geography
146,fīō fierī factus sum,"become, happen, be done",,,,TRUE,FALSE,,,,Verb: Irregular,Life and Being
298,flamma -ae f.,"flame, fire",flamma1,,,FALSE,FALSE,,,,Noun: 1st Declension,Air and Fire
457,fleō flēre flēvī flētum,weep,,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Emotions
818,flōs flōris m.,"flower, bloom",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Animals/Plants
498,fluctus -ūs m,"flood, billow, surf",,,,FALSE,FALSE,,,,Noun: 4th Declension,Earth and Water
283,flūmen -inis n.,"stream, river",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Earth and Water
772,fluō fluere fluxī fluxum,flow,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Earth and Water
922,foedus -a -um,foul,foedus1,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Other Senses
706,fōns fontis m.,"spring, fountain",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Earth and Water
739,for fārī fātus sum,"report, say",,,,FALSE,FALSE,,,,Verb: Deponent,Speech/Oratory
985,"fore = futūrum esse; forem, forēs, foret, forent = essem, essēs, esset, essen",,sum1,,,FALSE,FALSE,,,,Verb: Irregular,Life and Being
422,fōrma -ae f.,shape; beauty,,,,FALSE,FALSE,,,,Noun: 1st Declension,Other Senses
993,fors fortis f.,chance,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Religion
833,forsitan,"perhaps, perchance",forsitan,,,,,,,,Adverb,Conjunctions/Adverbs
833,fortasse,"perhaps, perchance",fortasse,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
579,fortē,by chance,fors,already separate in dcc but not resolving,,FALSE,FALSE,,,,Adverb,Religion
286,fortis -e,brave,,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Personality Traits/Characteristics
138,fortūna -ae f.,fortune,,,,FALSE,FALSE,,,,Noun: 1st Declension,Religion
811,forum -ī n.,"market-place, forum",,,,FALSE,FALSE,,,,Noun: 2nd Declension,The City
345,frangō frangere frēgī frāctum,"break, shatter",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Violence
225,frāter frātris m.,brother,,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Household
918,frequēns -ntis,"in large numbers, often",,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Measurement
559,frōns frontis f.,"forehead, brow; front",frons2,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Body
927,frūctus -ūs m.,"fruit, crops; enjoyment, delight",fructus2,,,FALSE,FALSE,,,,Noun: 4th Declension,Animals/Plants
936,frūmentum -ī n.,grain,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Animals/Plants
923,fruor fruī frūctus sum,"enjoy the produce of, profit by, use (+ abl.)",,,,FALSE,FALSE,,,,Verb: Deponent,Emotions
694,frūstrā,in vain,,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
364,fuga -ae f.,"flight, route",,,,FALSE,FALSE,,,,Noun: 1st Declension,Travel
177,fugiō fugere fūgī fugitum,"flee, escape",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Travel
957,fugō -āre,put to flight,,,,TRUE,FALSE,,,,Verb: 1st Conjugation,Travel
523,fundō fundere fūdī fūsum,"pour, scatter",fundo1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Earth and Water
524,fūnus fūneris n.,funeral; death; dead body,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Religion
466,furor -ōris m.,"rage, fury",furor2,,,FALSE,FALSE,,,,Noun: 3rd Declension,Emotions
407,gaudeō gaudēre gāvīsus sum,rejoice,,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Emotions
727,gaudium -ī n.,"delight, joy, pleasure",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Emotions
194,gēns gentis f.,"family, clan",,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Household
170,genus generis n.,"origin, lineage, kind",,,,FALSE,FALSE,,,,Noun: 3rd Declension,The Household
237,gerō gerere gessī gestum,"bear, manage; bellum gerere, wage war",gero1,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,War and Peace
667,gīgnō gīgnere genuī genitum,"beget, bear, bring forth",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Life and Being
862,gladius -ī m.,sword,,,,FALSE,FALSE,,,,Noun: 2nd Declension,War and Peace
360,glōria -ae f.,"glory, fame",,,,FALSE,FALSE,,,,Noun: 1st Declension,Social Life
577,gradus -ūs m.,"step, pace; grade, rank",,,,FALSE,FALSE,,,,Noun: 4th Declension,War and Peace
380,grātia -ae f.,"favor, influence, gratitude",,,,TRUE,FALSE,,,,Noun: 1st Declension,Social Life
434,grātus -a -um,pleasant; grateful,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
140,gravis -e,"heavy, serious",,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Measurement
39,habeō habēre habuī habitum,"have, hold",,,,TRUE,FALSE,,,,Verb: 2nd Conjugation,Other Senses
226,haud,not,,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
80,hīc,here,,,,FALSE,FALSE,,,,Adverb,Place
7,hic haec hoc,"this, these",,,,TRUE,FALSE,,,,Pronoun,Pronouns/Interrogatives
803,hiems hiemis f.,winter,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Lengths of Time
80,hinc,from here,,split from hīc,,FALSE,FALSE,,,,Adverb,Place
981,hodiē,today,,,,FALSE,FALSE,,,,Adverb,Lengths of Time
88,homō hominis m.,human being,,,,TRUE,FALSE,,,,Noun: 3rd Declension,People
580,honestus -a -um,honorable,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
290,honor -ōris m.,"honor, glory; office, post",,,,TRUE,FALSE,,,,Noun: 3rd Declension,The City
664,hōra -ae f.,hour,hora1,,,FALSE,FALSE,,,,Noun: 1st Declension,Lengths of Time
887,hortor hortārī hortātus sum,"urge strongly, advise, exhort",,,,FALSE,FALSE,,,,Verb: Deponent,Speech/Oratory
873,hospes hospitis m.,"guest, guest-friend; stranger; host",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Social Life
93,hostis -is m./f.,"stranger, enemy",,,,TRUE,FALSE,,,,Noun: 3rd Declension,War and Peace
368,hūc,to this place,,,,FALSE,FALSE,,,,Adverb,Place
355,hūmānus -a -um,human,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,People
740,humus -ī f.,ground; humī: on the ground,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Earth and Water
228,iaceō iacēre iacuī,lie,jaceo,i/j problem,,FALSE,FALSE,,,,Verb: 2nd Conjugation,The House
899,iaciō iacere iēcī iactum,"throw, hurl",jacio,i/j problem,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Athletics
34,iam,now; already,jam,i/j problem,,TRUE,FALSE,,,,Adverb,Time
619,ibi,there,,,,FALSE,FALSE,,,,Adverb,Place
819,īctus -ūs m.,"blow, stroke",ictus2,,,FALSE,FALSE,,,,Noun: 4th Declension,Violence
59,īdem eadem idem,the same,,,,FALSE,FALSE,,,,Pronoun,Pronouns/Interrogatives
679,ideō,for this reason,,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
313,igitur,therefore,,,,FALSE,FALSE,,,,Conjunction,Conjunctions/Adverbs
151,ignis -is m.,fire,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Air and Fire
8,ille illa illud,that,,,,TRUE,FALSE,,,,Pronoun,Pronouns/Interrogatives
396,illīc,"at that place, there",,,,FALSE,FALSE,,,,Adverb,Place
,illinc,from that place,,split from illīc,,FALSE,FALSE,,,,Adverb,Place
955,illūc,to that place,illic2,,,FALSE,FALSE,,,,Adverb,Place
754,imāgō -inis f.,"image, form, figure",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Vision
723,imperātor -ōris m.,commander,,,,FALSE,FALSE,,,,Noun: 3rd Declension,War and Peace
200,imperium -ī n.,"command, power",,,,FALSE,FALSE,,,,Noun: 2nd Declension,War and Peace
602,imperō -āre,"command, control",,,,TRUE,FALSE,,,,Verb: 1st Conjugation,War and Peace
421,impetus -ūs m.,attack,,,,FALSE,FALSE,,,,Noun: 4th Declension,Violence
671,impleō -ēre -plēvī -plētum,"fill in, fill up",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Earth and Water
437,impōnō -ere -posuī -positum,"put in, put on, impose, levy upon",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Measurement
5,in,"in, on (+ abl.); into, onto (+ acc)",,,,TRUE,FALSE,,,,Preposition,Place
871,incidō incidere incidī,"fall upon, fall into; happen",incido1,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Motion
411,incipiō -cipere -cēpī -ceptum,begin,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Time
328,inde,"from there, from then",,,,FALSE,FALSE,,,,Adverb,Place
980,indicō -āre,"point out, show, make known",indico1,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Speech/Oratory
742,īnferō īnferre intulī illātum,"bring upon, against; bellum īnferre: make war on",,,,FALSE,FALSE,,,,Verb: Irregular,War and Peace
428,īnferus -a -um,low; īnferior: lower; īnfimus or īmus: lowest,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Geography
387,ingenium -ī n.,"disposition, ability, talent",,,,FALSE,FALSE,,,,Noun: 2nd Declension,Education/Knowledge
202,ingēns ingentis,"huge, enormous",,,,FALSE,FALSE,,,,Adjective: 3rd Declension,Measurement
592,ingrātus -a -um,"unpleasant, disagreeable",,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
885,ingredior -gredī -gressus sum,"step in, enter",,,,FALSE,FALSE,,,,Verb: Deponent,Motion
952,inimīcus -a -um,unfriendly,,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
865,initium -ī n.,beginning,,,,FALSE,FALSE,,,,Noun: 2nd Declension,Time
381,iniūria -ae f.,"injustice, wrong, affront",injuria,i/j problem,,TRUE,FALSE,,,,Noun: 1st Declension,Justice
163,"inquam, inquis, inquit, inquiunt",say (used with direct speech),inquam,,,FALSE,FALSE,,,,Verb: Irregular,Speech/Oratory
931,īnstituō -stituere -stituī -stitūtum,undertake; equip,,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Making/Doing
908,īnsula -ae f.,island,insula1,,,FALSE,FALSE,,,,Noun: 1st Declension,Geography
815,integer -gra -grum,"untouched, fresh, complete, whole",,,,TRUE,FALSE,,,,Adjective: 1st and 2nd Declension,Personality Traits/Characteristics
512,intellegō -legere -lēxī -lēctum,understand,,,,TRUE,FALSE,,,,Verb: 3rd Conjugation -ō,Education/Knowledge
895,intendō -tendere -tendī -tentum,"stretch out, strain",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Motion
64,inter,"between, among; during (+ acc.)",,,,FALSE,FALSE,,,,Preposition,Place
699,interficiō -ficere -fēcī -fectum,kill,,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -iō,Violence
693,interim,meanwhile,,,,FALSE,FALSE,,,,Adverb,Time
953,interrogō -āre,"put a question to, ask (+ acc.)",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Speech/Oratory
760,intersum -esse -fuī,"to be between; take part in, attend (+dat.); interest, it is in the interest of (+ gen.)",,,,FALSE,FALSE,,,,Verb: Irregular,Place
704,intrā,within (+ acc.),,,,FALSE,FALSE,,,,Preposition,Place
766,intrō -āre,enter,intro2,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Motion
316,inveniō -venīre -vēnī -ventum,find; discover,,,,FALSE,FALSE,,,,Verb: 4th Conjugation,Travel
707,invidia -ae f.,"envy, jealousy, hatred",,,,FALSE,FALSE,,,,Noun: 1st Declension,Emotions
22,ipse ipsa ipsum,him- her- itself,,,,TRUE,FALSE,,,,Pronoun,Pronouns/Interrogatives
187,īra irae f.,"wrath, anger",,,,FALSE,FALSE,,,,Noun: 1st Declension,Emotions
809,īrāscor īrāscī īrātus sum,grow angry,,,,FALSE,FALSE,,,,Verb: Deponent,Emotions
,īrātus -a -um,angry,irascor,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,
13,is ea id,"he, she, it",,,,TRUE,FALSE,,,,Pronoun,Pronouns/Interrogatives
81,iste ista istud,"that, that of yours",,,,FALSE,FALSE,,,,Pronoun,Pronouns/Interrogatives
81,istīc,over there,istic2,,,FALSE,FALSE,,,,Adverb,Place
81,istūc,over there,,,,FALSE,FALSE,,,,Adverb,Place
81,istinc,from over there,,,,FALSE,FALSE,,,,Adverb,Place
120,ita,"thus, so",,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
208,itaque,"and so, therefore",ita,,,TRUE,FALSE,,,,Conjunction,Conjunctions/Adverbs
932,item,likewise,,,,FALSE,FALSE,,,,Adverb,Conjunctions/Adverbs
230,iter itineris n.,"journey, route",,,,FALSE,FALSE,,,,Noun: 3rd Declension,Travel
758,iterum,again,,,,TRUE,FALSE,,,,Adverb,Time
84,iubeō iubēre iussī iussum,"bid, order",jubeo,i/j problem,,TRUE,FALSE,,,,Verb: 2nd Conjugation,Justice
839,iūdex iūdicis m.,"judge, juror",judex,i/j problem,,FALSE,FALSE,,,,Noun: 3rd Declension,Justice
749,iūdicium -ī n.,"judgment, decision, trial",judicium,i/j problem,,FALSE,FALSE,,,,Noun: 2nd Declension,Justice
565,iūdicō -āre,"judge, decide",judico,i/j problem,,FALSE,FALSE,,,,Verb: 1st Conjugation,Justice
335,iugum -ī n.,"yoke; ridge, chain of hills",jugum,i/j problem,,FALSE,FALSE,,,,Noun: 2nd Declension,Animals/Plants
513,iungō iungere iūnxī iūnctum,join,jungo,i/j problem,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Making/Doing
896,iūrō -āre,"take an oath, swear",juro,i/j problem,,FALSE,FALSE,,,,Verb: 1st Conjugation,Justice
314,iūs iūris n.,"right, justice, law",jus2,i/j problem,,FALSE,FALSE,,,,Noun: 3rd Declension,Justice
,iūs iūrandum,oath,jusjurandum,i/j problem,,FALSE,FALSE,,,,,
770,iūstus -a -um,"right, just, fair",justus,i/j problem,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Justice
277,iuvenis -is m.,youth,juvenis,i/j problem,,FALSE,FALSE,,,,Noun: 3rd Declension,People
390,iuvō iuvāre iūvī iūtum,"help, assist; please, delight",juvo,i/j problem,,FALSE,FALSE,,,,Verb: 1st Conjugation,Social Life
201,labor -ōris m.,"toil, exertion",labor2,,,FALSE,FALSE,,,,Noun: 3rd Declension,Business/Money
900,labōrō -āre,"toil, work; be in trouble or distress",,,,FALSE,FALSE,,,,Verb: 1st Conjugation,Business/Money
354,lacrima -ae f.,tear,,,,TRUE,FALSE,,,,Noun: 1st Declension,Emotions
783,laedō laedere laesī laesum,"injure by striking, hurt",,,,FALSE,FALSE,,,,Verb: 3rd Conjugation -ō,Violence
262,laetus -a -um,"glad, joyful",laetus1,,,FALSE,FALSE,,,,Adjective: 1st and 2nd Declension,Emotions
840,lapis lapidis m.,stone,,,,FALSE,FALSE,,,,Noun: 3rd Declension,Earth and Water
695,lateō latēre latuī,"lie hidden, be hidden",,,,FALSE,FALSE,,,,Verb: 2nd Conjugation,Deception
